sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL006712,Northern Mindanao,Lanao Clay,Clay,Type IV,Wet Season,103.6,29.4,141.8,0.081,,0.657,4.6,0.67,48.3,18.6,47.1,60.0,1.13,Somewhat Poorly Drained,0,14.5,Virgin Land,Corn,Palay (Rice),Palay (Rice)|Niyog (Coconut)|Langka (Jackfruit),58.2,82.6,61.7,56.0,53.3,57.5,68.4,78.2,62.7,71.2,63.0,58.5,75.2,40.0,42.1,40.5,73.5,39.3,36.1,40.9,36.9,74.6,54.8,62.0,24.4,27.4
SOIL004437,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Wet Season,669.4,24.3,237.1,0.323,14.84,0.592,6.9,3.35,70.6,,,60.0,1.13,Moderately Well Drained,0,3.1,Virgin Land,Vegetable,Mais (Corn),Mais (Corn)|Saging (Banana)|Kakaw (Cacao),38.6,89.4,100.0,78.5,69.2,100.0,94.6,98.3,97.3,100.0,100.0,100.0,100.0,84.9,83.6,87.9,94.1,84.9,82.1,75.5,73.6,98.4,84.7,95.8,73.0,61.4
SOIL003621,Bicol Region,Bicol Clay,Clay,Type II,Transition,183.4,26.7,175.0,0.186,,4.032,6.4,2.09,40.7,19.0,100.0,90.0,0.99,Somewhat Poorly Drained,0,1.9,Fallow,Corn,Palay (Rice),Palay (Rice)|Talong (Eggplant)|Pinya (Pineapple),33.5,87.7,74.3,72.6,74.2,83.8,78.9,79.1,72.5,83.4,71.8,76.7,75.0,79.3,76.0,79.6,71.6,84.6,82.1,62.7,54.2,83.9,74.0,76.3,66.0,67.1
SOIL005813,CAR,Mountain Province Loam,Loam,Type III,Dry Season,1377.4,16.0,322.2,0.071,14.87,3.345,6.0,2.09,34.2,14.7,91.6,60.0,0.95,Somewhat Poorly Drained,0,4.3,Fallow,Coconut,Mais (Corn),Mais (Corn)|Niyog (Coconut)|Pechay,28.8,54.6,83.4,75.6,78.1,74.4,76.8,82.5,64.1,59.4,56.9,54.8,75.2,80.0,73.4,73.3,78.7,69.4,75.2,76.9,78.0,74.9,72.9,57.8,76.6,76.8
SOIL004312,CALABARZON,Antipolo Clay,Clay,Type III,Wet Season,27.2,29.8,207.1,0.178,27.94,1.288,5.6,2.78,79.6,20.5,47.7,120.0,1.1,Poorly Drained,0,2.9,Fallow,Coconut,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Durian,63.5,100.0,78.7,63.2,64.3,82.9,88.8,81.8,79.9,81.9,81.9,81.5,83.0,60.5,54.5,52.2,84.2,62.9,54.6,46.0,36.5,82.5,61.5,85.0,47.2,52.3
SOIL004487,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Wet Season,86.2,25.2,155.3,0.106,21.13,0.836,6.6,0.88,38.9,23.2,40.4,75.0,1.42,Moderately Well Drained,0,7.5,Rotation,Corn,Mais (Corn),Mais (Corn)|Malunggay (Moringa)|Niyog (Coconut),35.5,83.6,97.3,77.2,78.0,93.0,77.9,95.2,90.7,90.3,90.8,94.5,93.5,78.9,79.0,75.1,96.6,78.9,73.6,74.5,79.2,91.6,77.1,86.8,67.0,61.8
SOIL007606,CALABARZON,Antipolo Clay,Clay,Type III,Transition,391.9,25.9,302.3,0.238,14.69,1.466,6.4,2.43,38.0,24.0,72.2,90.0,1.15,Excessively Drained,0,5.2,Rotation,Unknown,Cassava,Cassava|Palay (Rice)|Pinya (Pineapple),41.2,92.5,85.4,93.3,77.5,79.8,75.3,86.2,77.3,83.4,81.3,85.4,86.2,76.6,75.8,81.7,92.2,77.8,65.2,52.1,54.0,92.3,85.1,83.5,58.2,58.8
SOIL005047,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,249.6,30.7,133.8,0.223,7.99,1.413,5.8,2.2,41.9,6.7,78.6,60.0,1.15,Somewhat Poorly Drained,0,2.4,Orchard,Vegetable,Palay (Rice),Palay (Rice)|Langka (Jackfruit)|Talong (Eggplant),46.0,97.6,81.3,81.0,79.1,79.1,74.3,82.2,72.7,79.1,76.2,76.9,83.4,73.1,81.0,75.4,79.2,82.6,76.1,56.0,51.6,78.7,81.1,74.3,64.2,71.6
SOIL000965,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Dry Season,796.5,26.0,200.8,0.02,2.0,5.0,6.2,0.79,38.0,21.1,69.3,90.0,1.18,Somewhat Poorly Drained,0,0.4,Fallow,Vegetable,Kamatis (Tomato),Kamatis (Tomato)|Saging (Banana)|Malunggay (Moringa),26.1,53.5,68.8,61.5,61.3,70.7,66.7,69.7,52.1,50.7,45.8,46.0,68.1,65.6,56.8,68.2,69.9,69.7,71.0,53.5,49.5,59.9,64.6,49.1,62.5,44.9
SOIL006674,Ilocos Region,Pablo Clay,Clay,Type I,Transition,234.0,24.2,37.3,0.031,2.26,2.122,6.1,0.5,37.5,26.6,64.9,75.0,1.28,Moderately Well Drained,0,5.1,Virgin Land,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Cassava|Camote,26.9,73.1,70.8,74.9,73.8,68.1,52.2,66.7,66.6,62.4,63.8,64.6,72.3,69.2,68.3,72.9,79.1,71.4,69.9,58.3,56.6,70.1,72.7,68.9,61.0,66.2
SOIL006858,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Wet Season,359.9,27.3,305.3,0.02,5.75,5.0,6.0,0.92,56.1,21.4,89.0,60.0,1.44,Well Drained,1,10.0,Monocrop,None,Pinya (Pineapple),Pinya (Pineapple)|Abaka (Abaca)|Malunggay (Moringa),48.7,52.4,76.2,61.4,63.2,76.5,67.1,77.0,77.7,78.1,78.7,76.7,78.2,48.8,54.7,57.4,78.6,58.8,46.9,47.5,41.8,82.2,62.6,78.5,34.9,33.5
SOIL006166,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Transition,11.5,28.0,158.1,0.114,14.49,1.379,5.5,0.78,39.4,12.7,86.9,90.0,1.46,Moderately Well Drained,1,1.2,Orchard,Vegetable,Talong (Eggplant),Talong (Eggplant)|Kape (Coffee)|Mangga (Mango),37.4,78.4,91.9,95.3,93.5,93.8,62.4,94.3,98.7,92.0,92.1,94.9,96.9,94.2,84.2,81.1,96.4,99.8,81.6,68.7,62.7,92.8,98.0,89.8,69.4,83.0
SOIL006353,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Wet Season,67.7,26.6,298.3,0.203,7.72,2.693,6.7,2.42,40.4,,91.8,60.0,1.4,Moderately Well Drained,0,4.0,Rotation,Corn,Mais (Corn),Mais (Corn)|Saging (Banana)|Tubo (Sugarcane),62.1,96.1,100.0,73.5,69.8,100.0,100.0,100.0,93.7,98.4,96.6,100.0,96.0,76.1,66.6,79.0,98.9,76.2,69.6,58.5,57.3,88.9,81.0,95.7,56.5,37.9
SOIL002779,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Transition,231.8,27.3,126.0,0.133,3.72,2.177,6.0,1.92,60.0,12.1,73.4,60.0,1.1,Well Drained,0,1.7,Rotation,None,Mais (Corn),Mais (Corn)|Niyog (Coconut)|Langka (Jackfruit),36.7,84.6,100.0,88.0,89.7,94.5,75.9,99.3,93.3,92.9,95.7,97.3,99.0,96.5,90.2,97.9,98.0,94.6,94.1,71.2,63.3,88.0,98.1,91.7,87.1,75.9
SOIL002160,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Dry Season,378.8,25.7,148.9,0.178,20.33,1.503,6.6,2.13,19.4,17.7,61.5,90.0,1.51,Somewhat Poorly Drained,0,10.8,Orchard,Vegetable,Mangga (Mango),Mangga (Mango)|Saging (Banana)|Tubo (Sugarcane),27.0,82.0,91.4,78.2,82.4,93.3,93.3,92.3,70.6,69.4,71.8,73.1,90.7,88.7,82.3,90.7,92.6,93.0,90.1,85.2,85.1,75.2,94.8,67.8,84.4,69.9
SOIL001408,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,239.8,24.9,229.9,0.276,10.49,1.679,5.9,2.26,81.2,19.9,74.2,90.0,1.09,Well Drained,0,2.0,Orchard,Rice,Mais (Corn),Mais (Corn)|Tubo (Sugarcane)|Kape (Coffee),40.0,95.8,100.0,67.6,61.7,98.7,100.0,99.9,100.0,98.4,97.5,100.0,100.0,79.0,72.1,77.3,97.5,82.1,80.0,60.6,60.4,88.9,80.8,99.8,65.7,60.0
SOIL001798,Western Visayas,Bacolod Clay Loam,Clay Loam,Type I,Transition,93.9,27.5,13.6,0.031,6.71,1.909,5.8,0.53,42.7,22.8,66.1,75.0,1.33,Moderately Well Drained,0,1.8,Orchard,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Langka (Jackfruit),40.4,74.8,82.0,72.4,70.7,75.7,53.4,78.5,74.4,78.8,72.7,73.9,82.8,78.5,70.2,76.9,87.5,78.4,78.3,53.0,47.1,71.2,85.3,74.9,60.2,57.7
SOIL007860,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Dry Season,196.7,25.2,251.9,0.292,12.07,4.591,6.0,3.31,34.7,13.6,58.6,75.0,1.45,Well Drained,1,5.6,Fallow,None,Talong (Eggplant),Talong (Eggplant)|Saging (Banana)|Pechay,48.0,52.0,93.6,88.2,85.0,99.8,89.4,97.5,72.7,78.1,72.9,73.1,94.6,99.2,97.6,98.2,87.7,100.0,91.9,83.5,85.6,96.0,94.2,75.5,79.0,73.2
SOIL001726,Central Luzon,Candaba Muck,Muck,Type I,Dry Season,10.2,28.0,65.0,0.198,12.47,1.662,5.2,1.67,29.7,17.1,61.7,120.0,1.55,Moderately Well Drained,0,7.7,Virgin Land,None,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Mangga (Mango),35.3,75.5,83.5,85.0,85.8,76.0,79.0,86.9,60.1,64.5,59.7,55.7,85.5,84.9,73.3,69.9,91.0,83.3,76.2,73.9,70.9,83.8,86.4,58.2,64.6,69.3
SOIL003970,CAR,Baguio Clay Loam,Clay Loam,Type III,Wet Season,1363.7,18.2,180.2,0.312,4.01,1.605,4.3,4.15,40.3,23.8,61.1,150.0,1.33,Moderately Well Drained,1,24.5,Fallow,Coconut,Kape (Coffee),Kape (Coffee)|Mais (Corn)|Palay (Rice),40.1,83.0,84.0,55.3,45.1,75.1,77.6,83.0,85.2,80.8,76.5,74.6,82.4,67.9,55.6,61.7,82.2,59.1,71.3,57.1,53.2,79.6,66.0,72.0,69.5,59.0
SOIL003908,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Dry Season,25.7,27.3,151.4,0.15,,1.399,6.2,1.94,23.4,22.0,81.4,60.0,1.31,Poorly Drained,0,1.0,Fallow,None,Tubo (Sugarcane),Tubo (Sugarcane)|Langka (Jackfruit)|Saging (Banana),36.3,78.9,78.7,79.3,81.4,83.0,90.9,82.4,63.2,64.7,61.3,64.6,85.9,78.4,78.9,80.3,82.1,80.3,81.4,82.4,78.8,82.9,81.1,54.6,71.9,67.6
SOIL002277,CAR,Baguio Clay Loam,Clay Loam,Type III,Transition,2444.1,14.0,299.4,0.179,5.43,1.943,5.5,3.65,32.4,16.8,37.0,60.0,1.16,Moderately Well Drained,0,2.0,Orchard,None,Mais (Corn),Mais (Corn)|Mangga (Mango)|Kakaw (Cacao),47.8,92.7,97.7,79.0,83.3,89.3,67.2,92.5,91.7,94.0,90.1,88.9,91.8,91.8,64.6,71.7,93.4,86.3,68.4,50.1,49.9,84.6,94.9,86.9,79.6,79.7
SOIL007148,Caraga,Surigao Clay Loam,Clay Loam,Type II,Dry Season,284.3,29.0,196.4,0.246,3.56,0.722,5.4,1.72,44.3,7.6,73.8,60.0,1.22,Somewhat Poorly Drained,1,0.2,Virgin Land,Unknown,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Mangga (Mango),34.5,78.5,88.4,78.1,75.8,88.7,89.2,91.2,69.9,71.9,74.2,69.2,90.3,84.3,70.1,74.6,89.0,87.9,75.8,61.2,56.7,79.6,90.2,69.5,65.0,69.7
SOIL005227,Ilocos Region,Pablo Clay,Clay,Type I,Dry Season,381.5,29.4,5.0,0.02,7.49,1.458,6.2,0.53,33.6,15.9,100.0,120.0,1.28,Poorly Drained,0,37.9,Monocrop,Corn,Malunggay (Moringa),Malunggay (Moringa)|Camote|Cassava,30.5,55.3,63.6,65.9,66.2,60.5,63.5,61.1,37.1,36.0,39.5,40.6,61.8,56.3,61.5,59.3,66.5,58.8,55.2,59.2,55.5,60.8,63.5,36.3,45.3,49.3
SOIL002051,Central Visayas,Negros Clay,Clay,Type III,Wet Season,287.0,29.9,5.0,0.275,4.87,4.707,5.0,2.21,39.7,12.5,76.6,75.0,1.31,Moderately Well Drained,0,6.4,Virgin Land,None,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Niyog (Coconut),54.2,77.2,65.3,49.1,47.9,65.1,77.5,76.6,59.8,71.0,70.1,54.9,72.0,42.0,36.2,39.9,73.0,49.4,43.2,36.2,29.5,70.7,58.9,70.3,31.0,23.3
SOIL007346,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Transition,290.6,27.3,267.4,0.182,4.01,2.186,5.5,2.38,36.3,33.7,33.7,45.0,1.08,Well Drained,1,8.2,Rotation,Coconut,Kape (Coffee),Kape (Coffee)|Luya (Ginger)|Talong (Eggplant),44.5,76.7,97.9,99.6,99.2,98.7,73.5,94.1,100.0,97.5,95.0,100.0,97.0,94.2,89.1,83.4,96.2,100.0,81.6,59.2,55.5,99.1,98.7,100.0,66.7,74.8
SOIL007671,Caraga,Surigao Clay Loam,Clay Loam,Type II,Transition,233.2,29.3,204.0,0.142,37.7,1.799,4.7,1.68,32.1,19.7,78.0,60.0,1.27,Well Drained,0,6.4,Fallow,None,Malunggay (Moringa),Malunggay (Moringa)|Langka (Jackfruit)|Mangga (Mango),58.2,85.7,87.2,92.5,85.5,84.0,68.0,96.9,90.6,95.0,94.3,86.1,97.3,83.9,73.7,81.3,98.1,88.9,81.9,50.7,39.9,90.4,97.2,96.1,68.1,60.7
SOIL000144,Eastern Visayas,Leyte Clay,Clay,Type II,Wet Season,380.5,28.3,389.6,0.146,11.54,1.486,4.4,1.29,83.7,,31.3,45.0,1.1,Moderately Well Drained,0,4.0,Virgin Land,Unknown,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Niyog (Coconut),57.4,85.9,71.3,63.9,46.4,71.8,82.0,80.1,63.8,77.9,70.3,70.0,78.7,39.9,39.0,39.4,70.2,43.1,41.2,37.6,37.2,76.1,56.0,73.2,28.5,29.8
SOIL005566,Central Visayas,Cebu Clay Loam,Clay Loam,Type III,Wet Season,385.7,27.1,293.2,0.268,11.16,0.903,5.5,3.38,37.5,,69.4,75.0,1.19,Poorly Drained,1,8.0,Orchard,Rice,Palay (Rice),Palay (Rice)|Saging (Banana)|Kape (Coffee),57.9,100.0,93.3,62.9,61.9,97.3,96.5,95.7,96.6,96.2,92.3,93.9,94.8,70.6,50.2,59.9,92.9,75.6,56.8,43.7,42.1,87.6,77.4,93.3,42.7,44.2
SOIL003923,MIMAROPA,Occidental Mindoro Clay,Clay,Type I,Transition,396.7,30.0,50.0,0.111,22.16,1.882,5.0,1.48,60.9,21.4,49.4,45.0,1.51,Well Drained,1,7.4,Virgin Land,Rice,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Mangga (Mango),43.4,78.0,77.1,79.5,80.4,62.8,56.8,82.9,71.1,71.6,73.3,65.3,78.5,66.2,69.8,64.0,86.1,73.0,65.3,50.3,42.7,77.4,82.5,74.1,55.5,59.4
SOIL007339,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,376.8,30.0,100.8,0.177,11.9,1.083,6.9,1.85,29.0,13.6,51.7,150.0,1.33,Somewhat Poorly Drained,0,0.3,Virgin Land,Unknown,Camote,Camote|Malunggay (Moringa)|Mais (Corn),42.9,67.2,93.8,91.7,94.9,87.4,78.9,89.9,52.0,66.6,64.7,63.4,92.2,85.4,90.4,92.5,94.0,91.4,92.9,89.2,82.1,86.3,88.7,58.9,81.8,71.6
SOIL000460,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Wet Season,69.7,28.1,177.4,0.084,11.32,3.073,6.3,1.31,67.7,18.3,62.3,75.0,1.33,Somewhat Poorly Drained,0,13.8,Orchard,None,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Mais (Corn),38.0,70.6,85.2,63.9,70.1,85.1,73.8,89.7,83.7,80.0,83.5,84.0,84.1,65.5,75.2,67.0,82.9,68.8,62.3,68.7,57.4,88.4,67.1,80.2,51.7,53.3
SOIL002049,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Wet Season,318.0,26.2,279.2,0.346,4.54,1.429,6.5,3.05,83.9,13.8,69.9,60.0,0.99,Well Drained,0,0.5,Rotation,Coconut,Mais (Corn),Mais (Corn)|Saging (Banana)|Tubo (Sugarcane),49.8,92.5,100.0,63.9,60.0,100.0,100.0,99.4,99.0,100.0,100.0,100.0,96.2,83.0,63.8,85.7,87.9,84.8,76.3,59.3,60.9,91.8,75.2,100.0,58.2,50.2
SOIL007317,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Transition,205.7,28.1,188.2,0.141,9.87,2.27,5.4,0.95,72.2,13.4,75.1,75.0,1.26,Well Drained,0,4.6,Orchard,None,Pinya (Pineapple),Pinya (Pineapple)|Abaka (Abaca)|Mangga (Mango),47.4,72.9,91.3,94.3,92.6,91.7,65.8,92.2,92.0,93.5,98.5,94.2,97.5,96.4,83.0,75.4,91.7,94.4,81.0,63.2,51.8,99.2,97.8,92.8,70.5,80.5
SOIL000329,Central Visayas,Negros Clay,Clay,Type III,Wet Season,4.3,26.6,413.7,0.21,3.21,1.737,5.4,2.05,58.2,17.2,100.0,60.0,1.36,Well Drained,0,3.4,Fallow,Coconut,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Durian,61.7,93.1,85.8,66.3,59.5,84.1,97.2,87.1,79.7,84.8,85.4,81.2,87.5,55.8,46.8,43.0,78.3,58.5,44.2,41.5,45.8,76.0,62.9,88.6,35.5,44.4
SOIL000408,Western Visayas,Iloilo Clay,Clay,Type I,Wet Season,389.9,25.7,336.2,0.186,19.01,1.493,5.9,1.83,58.3,18.1,,75.0,1.01,Moderately Well Drained,0,5.8,Monocrop,Vegetable,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Durian,51.8,99.8,89.8,76.2,68.4,91.2,100.0,92.3,91.8,91.2,90.2,88.4,89.5,60.8,60.0,64.3,86.8,65.1,55.1,50.3,62.4,84.1,71.4,93.3,48.5,48.2
SOIL002714,Ilocos Region,Aparri Sandy Loam,Sandy Loam,Type I,Transition,194.9,29.0,25.9,0.226,34.0,3.445,6.5,1.81,24.7,6.9,78.6,120.0,1.42,Excessively Drained,0,1.9,Fallow,Corn,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Pinya (Pineapple),42.5,63.8,83.8,85.4,83.0,86.5,52.1,93.5,70.9,76.8,74.1,76.3,80.9,79.9,84.2,83.5,94.6,86.9,86.5,65.4,60.5,91.0,84.1,78.8,76.0,75.7
SOIL002822,Central Luzon,Candaba Muck,Muck,Type I,Wet Season,285.6,25.5,404.5,0.258,93.72,1.715,6.1,3.07,34.7,16.0,45.7,,1.64,Well Drained,0,4.7,Rotation,Rice,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Durian,45.8,88.5,83.9,57.3,49.9,83.1,86.5,80.8,77.3,79.9,81.3,83.6,84.2,60.1,52.9,51.7,71.0,55.9,60.5,56.7,53.1,72.6,56.0,84.5,48.8,42.7
SOIL004579,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Wet Season,114.8,26.1,166.2,0.238,4.25,1.254,5.5,1.82,65.7,14.6,53.0,60.0,1.33,Somewhat Poorly Drained,1,9.7,Rotation,Unknown,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Saging (Banana),53.2,97.1,77.7,63.3,58.3,84.1,90.7,81.8,79.1,82.7,77.5,80.8,81.1,60.9,51.9,49.2,80.7,59.1,50.9,53.7,47.6,79.0,61.6,75.1,43.9,47.5
SOIL006571,CAR,Baguio Clay Loam,Clay Loam,Type III,Wet Season,2165.4,15.1,289.0,0.075,9.06,0.988,5.1,1.07,60.6,,85.6,75.0,1.36,Somewhat Poorly Drained,0,4.5,Virgin Land,Rice,Kape (Coffee),Kape (Coffee)|Palay (Rice)|Mais (Corn),50.3,78.5,77.4,45.2,46.3,59.6,61.4,74.1,79.1,71.3,75.0,63.2,71.9,55.6,28.9,39.8,74.1,47.6,32.5,31.8,28.8,60.1,58.9,68.7,36.5,35.8
SOIL000837,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Wet Season,252.8,27.6,98.9,0.02,7.6,1.971,5.8,0.73,44.9,7.2,44.4,45.0,1.51,Well Drained,1,8.5,Virgin Land,Coconut,Tubo (Sugarcane),Tubo (Sugarcane)|Pinya (Pineapple)|Malunggay (Moringa),42.3,68.1,76.4,64.4,63.1,70.8,82.6,76.6,69.6,70.7,70.4,72.0,75.6,57.2,55.7,55.1,78.5,58.8,56.1,57.8,53.3,80.1,58.8,69.9,40.3,48.0
SOIL005193,CAR,Mountain Province Loam,Loam,Type III,Dry Season,1518.6,19.4,287.4,0.244,7.85,3.24,5.9,4.1,16.4,17.5,74.0,60.0,1.27,Moderately Well Drained,1,2.9,Virgin Land,Corn,Mais (Corn),Mais (Corn)|Pechay|Talong (Eggplant),30.5,73.7,100.0,89.1,97.4,91.8,89.8,90.2,83.9,69.5,74.3,76.0,91.5,98.4,94.9,92.5,90.6,98.3,89.9,87.9,85.1,94.9,91.9,71.4,91.9,92.1
SOIL006369,Zamboanga Peninsula,Zamboanga Clay Loam,Clay Loam,Type IV,Dry Season,285.7,31.3,217.4,0.365,18.2,1.629,5.4,3.99,39.5,16.7,63.0,90.0,1.08,Excessively Drained,0,9.8,Fallow,None,Tubo (Sugarcane),Tubo (Sugarcane)|Niyog (Coconut)|Talong (Eggplant),52.8,76.0,93.8,80.3,69.0,93.2,98.2,96.4,65.4,74.2,70.6,67.8,88.2,89.9,65.0,81.0,93.7,94.2,80.5,62.3,45.4,92.8,85.1,80.0,68.4,66.0
SOIL000600,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Transition,382.9,26.8,265.4,0.291,6.71,3.184,5.9,2.69,67.3,6.8,74.7,60.0,1.43,Moderately Well Drained,1,6.8,Virgin Land,Corn,Saging (Banana),Saging (Banana)|Kakaw (Cacao)|Pinya (Pineapple),32.9,84.7,96.2,89.7,90.2,100.0,73.0,98.7,99.1,100.0,99.8,97.0,99.2,96.0,96.8,96.5,92.8,97.1,87.1,67.1,67.1,100.0,98.8,100.0,73.5,77.5
SOIL000033,CAR,Baguio Clay Loam,Clay Loam,Type III,Wet Season,2240.6,22.7,85.4,0.085,11.47,1.063,5.4,2.12,43.4,33.7,82.0,90.0,1.11,Well Drained,0,3.4,Fallow,Rice,Mais (Corn),Mais (Corn)|Malunggay (Moringa)|Langka (Jackfruit),39.8,78.8,99.0,66.8,68.4,86.5,82.1,88.0,88.3,88.1,87.5,88.2,92.5,81.9,62.6,68.8,97.1,80.5,66.2,61.6,59.2,89.0,77.3,84.2,66.1,65.5
SOIL001723,MIMAROPA,Palawan Sandy Loam,Sandy Loam,Type I,Dry Season,175.1,31.8,5.0,0.119,,0.625,5.8,1.27,25.8,11.9,,120.0,1.07,Well Drained,0,2.9,Monocrop,None,Malunggay (Moringa),Malunggay (Moringa)|Talong (Eggplant)|Mangga (Mango),43.0,46.7,87.1,85.9,81.2,79.7,71.1,88.4,58.3,63.4,58.7,59.0,85.4,74.1,78.6,79.1,89.7,89.6,74.6,74.1,73.1,82.4,89.1,68.0,66.2,75.8
SOIL004344,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Wet Season,263.9,29.5,253.1,0.31,4.39,1.403,6.2,2.33,68.9,13.0,45.6,75.0,1.14,Moderately Well Drained,0,2.0,Orchard,Coconut,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Durian,39.6,85.5,93.5,74.7,70.7,97.2,90.9,100.0,95.7,96.4,99.4,99.3,97.6,75.8,81.2,81.4,93.0,78.3,74.8,66.2,60.7,100.0,79.4,99.5,60.4,60.5
SOIL004616,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Transition,224.9,27.6,236.1,0.298,9.42,1.137,5.4,3.43,51.7,11.0,61.8,60.0,1.22,Somewhat Poorly Drained,1,2.3,Fallow,Vegetable,Palay (Rice),Palay (Rice)|Durian|Niyog (Coconut),61.4,100.0,81.6,78.3,72.1,84.9,74.7,87.2,85.5,85.9,83.6,82.8,84.3,85.2,73.9,67.8,79.2,81.8,69.6,45.3,38.6,85.8,84.4,87.8,53.2,65.5
SOIL003438,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Dry Season,425.0,29.2,311.3,0.044,34.57,1.493,5.5,0.88,32.9,20.8,89.3,75.0,1.44,Excessively Drained,0,10.3,Fallow,None,Cassava,Cassava|Malunggay (Moringa)|Pinya (Pineapple),57.0,52.3,86.2,99.3,83.9,78.2,67.2,89.3,59.2,57.9,62.0,64.5,88.2,74.2,64.4,62.8,97.0,77.4,59.3,57.2,53.2,91.8,82.5,65.1,42.3,59.2
SOIL002293,Central Luzon,Pampanga Clay,Clay,Type I,Wet Season,370.9,26.6,452.5,0.208,,2.697,6.4,1.71,41.1,37.2,85.3,60.0,1.34,Moderately Well Drained,1,3.8,Virgin Land,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Langka (Jackfruit),53.6,93.7,87.5,57.1,60.8,87.4,97.3,89.6,79.1,84.0,86.8,83.3,90.1,58.3,57.7,60.0,77.9,62.0,59.8,60.3,57.7,81.2,65.4,89.3,43.7,47.6
SOIL007658,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Wet Season,286.5,28.3,180.0,0.063,,2.422,5.6,0.8,57.9,9.9,55.1,,1.11,Well Drained,1,0.4,Fallow,Coconut,Tubo (Sugarcane),Tubo (Sugarcane)|Mais (Corn)|Langka (Jackfruit),45.7,80.0,84.6,68.5,66.4,76.9,87.5,82.2,78.6,82.3,81.9,79.5,83.5,64.0,57.6,49.1,83.1,62.5,52.7,55.9,44.0,83.0,65.4,77.4,41.8,51.0
SOIL004336,CAR,Benguet Sandy Loam,Sandy Loam,Type III,Dry Season,1376.2,17.8,351.1,0.14,9.9,1.722,4.7,2.58,35.3,25.5,69.4,60.0,1.11,Excessively Drained,0,5.4,Monocrop,Unknown,Cassava,Cassava|Niyog (Coconut)|Malunggay (Moringa),39.6,49.4,79.7,87.2,77.7,62.8,60.2,87.2,67.7,57.2,57.4,47.6,76.8,67.2,59.7,60.4,86.3,58.7,65.1,69.5,63.2,82.1,72.5,54.5,61.2,62.7
